Sample Name,PC1,PC2,PC3,Title,OntologyID1,OntologyTerm1,OntologyID2,OntologyTerm2,OntologyID3,OntologyTerm3,Sample Size,Study Source,Ecosystem1,Ecosystem2,Ecosystem3
S147.141149, 0.34320306822265573, 0.077935741738834566, 0.0096652425349266578, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V41, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2660.0, , Animal/Human, Unknown, Unknown
E1A02BAL1stReturn.481415, -0.019617156778951251, -0.036175419441647219, 0.014186915363346202, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 51.0, , Animal/Human, Unknown, Unknown
E3B09.OW.V1V2.481336, 0.016900182929816172, -0.44990136920840157, -0.11692871067034127, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 6512.0, , Animal/Human, Unknown, Unknown
051026BA05.486023, -0.10448311156568428, -0.055023398646692638, -0.0049830215826430326, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 6.0, , Animal/Human, Unknown, Unknown
cbe1d1d3e274fd72c803ad1ea16c7882, -0.10826557590748966, 0.0035356278103399062, 0.0094414626858078162, Facilitation of robust growth of Prochlorococcus colonies and dilute liquid cultures by helper heterotrophic bacteria, ENVO:02000010, organ culture, Unknown, Unknown, Unknown, Unknown, 3.0, , Anthropogenic, Unknown, Unknown
c35bdcc3d59f08db7f0a63e9cac42669, -0.10826557590748963, 0.0035356278103398876, 0.0094414626858078388, Identification of sulfate reducing bacteria in methylmercury contaminated mine tailings by analysis of SSU ribosomal RNA genes, ENVO:00000003, mine tailing, Unknown, Unknown, Unknown, Unknown, 3.0, , Anthropogenic, Unknown, Unknown
Gibbon.Stool.983872, 0.43511747843888127, 0.094879171210810034, 0.091226425242511705, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 16845.0, , Animal/Human, Unknown, Unknown
H22Tv.735985, -0.077608679376650849, -0.0065681680173946717, 0.3089954501761199, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 21279.0, , Soil, Anthropogenic, Unknown
H51Dh.735983, -0.084047915851586052, 0.045843489381099681, 0.22552729735170748, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 8893.0, , Soil, Anthropogenic, Unknown
PTCM3.489508, 0.23429089244105927, 0.14296560350513732, -0.1395485425685872, Microbial biogeography of public restroom surfaces, ENVO:00000856, city, ENVO:00000073, building, Unknown, Unknown, 1938.0, , Anthropogenic, Unknown, Unknown
Pitt.BAL.L.neg.7010.52260391.592365, 0.0006859762500807103, -0.48800195274187752, -0.11079520619102429, LHMP_Pittsburgh, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 592.0, , Animal/Human, Unknown, Unknown
NR107A.994614, 0.056494864163440836, 0.044817816570496681, -0.013190294133720165, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 9.0, , Animal/Human, Unknown, Unknown
Plaque244.280135, 0.22297599403013665, 0.014362263679444489, 0.082424298548996966, Human oral gut and plaque microbiota in patients with atherosclerosis, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 23868.0, , Animal/Human, Unknown, Unknown
ERR055465, -0.10798271971294673, 0.0033238419912558805, 0.0093635139010005801, Comparison of microbial communities in marinated and unmainated broiler meat by metagenomics, ENVO:00000362, marine park, Unknown, Unknown, Unknown, Unknown, 9954.0, , Anthropogenic, Unknown, Unknown
S100.280039, -0.081422292804195495, 0.013299053710054316, 0.012703817378684569, Vaginal microbiome of reproductive age women, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 3460.0, , Animal/Human, Unknown, Unknown
C.3026.01.P1.405223, -0.16419140551021794, 0.11126558773839776, -0.16613591260436891, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 3359.0, , Animal/Human, Unknown, Unknown
7c0bd1f59dc32553697f8e485f9b76b5, -0.10826557590748966, 0.0035356278103398993, 0.0094414626858077989, Characterization of bacterial pectinolytic strains involved in the water retting process, ID:0000074, retted flax, Unknown, Unknown, Unknown, Unknown, 5.0, , Anthropogenic, Unknown, Unknown
N.14.683048, -0.0097402362097257118, -0.41037615233247049, -0.069873079441219552, Normal saliva, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 91022.0, , Animal/Human, Unknown, Unknown
H23Di.735946, -0.092335388508830968, 0.026978816338792438, 0.2829477213634381, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 13868.0, , Soil, Anthropogenic, Unknown
Tcul.6.1078781, -0.028217399912479253, 0.049844714807982735, 0.056507751195241721, Identification of Household Bacterial Community and Analysis of Species Shared with Human Microbiome, ENVO:00000446, terrestrial biome, ENVO:00000856, city, Unknown, Unknown, 1615.0, , Soil, Anthropogenic, Unknown
egg.IA.2009.546.712021.739470, -0.1127214939693526, 0.006267774470121076, 0.026559505262849968, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 6.0, , Animal/Human, Anthropogenic, Unknown
1858eeb7de959abb1de6903a6cd11a5c, -0.10826557590748961, 0.0035356278103398833, 0.0094414626858078336, Coupling 16S-ITS rDNA clone libraries and automated ribosomal intergenic spacer analysis to show marine microbial diversity: development and application to a time series, ENVO:00011764, ocean time series station, Unknown, Unknown, Unknown, Unknown, 2.0, , Anthropogenic, Unknown, Unknown
Mouth150.280158, -0.022171046146815573, -0.31691234812357927, -0.046797517010646064, Human oral gut and plaque microbiota in patients with atherosclerosis, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 2967.0, , Animal/Human, Unknown, Unknown
TS62.299066, -0.19177615403408196, 0.15119213914009427, -0.23753748156221655, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1273.0, , Animal/Human, Unknown, Unknown
egg.NY.2010.623.712049.739382, -0.10968585066683492, -0.0024424756039449283, 0.10493417055371454, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 30.0, , Animal/Human, Anthropogenic, Unknown
TS161.299188, -0.17535848841960275, 0.18078750090476764, -0.27843909843920417, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1290.0, , Animal/Human, Unknown, Unknown
F32Kner.140397, 0.25007890926768728, 0.12963017093880094, 0.14024590572343293, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1105.0, , Animal/Human, Unknown, Unknown
M22Knel.140707, 0.14688362623139459, 0.1744470308999421, -0.069072221022893815, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 367.0, , Animal/Human, Unknown, Unknown
051012BA02.485934, -0.011841108228776806, -0.3793989331386563, -0.085983813823098096, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 8638.0, , Animal/Human, Unknown, Unknown
saline9.21.481271, 0.18189240673353355, -0.0055500252286144565, -0.054610447599661729, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 464.0, , Animal/Human, Unknown, Unknown
NR003A.994666, 0.4529143549014954, 0.10254098619160323, -0.056727767609906089, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 155.0, , Animal/Human, Unknown, Unknown
PTAF10.489458, 0.032324391233223851, 0.12286673503519442, 0.082828155885136395, Microbial biogeography of public restroom surfaces, ENVO:00000856, city, ENVO:00000073, building, Unknown, Unknown, 2566.0, , Anthropogenic, Unknown, Unknown
051017BA02.485942, 0.039113942880414983, -0.35226217298929274, -0.081960685168528544, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 1039.0, , Animal/Human, Unknown, Unknown
H47Kc.736002, -0.077283098799743558, 0.05266732374205893, 0.25627342257271524, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 21257.0, , Soil, Anthropogenic, Unknown
M2Ekey217.141011, -0.085944342382456143, 0.18501881596277744, -0.28833865667775699, Forensic_identification_using_skin_bacterial_communities, ENVO:00002031, anthropogenic habitat, Unknown, Unknown, Unknown, Unknown, 875.0, , Anthropogenic, Unknown, Unknown
M14Uric.140532, 0.064206515963840388, -0.25539354708413209, -0.068350422887612935, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:00002047, urine, Unknown, Unknown, 848.0, , Animal/Human, Unknown, Unknown
H17Dh.735940, -0.11089849017743111, 0.004188527151649012, 0.012860179992719635, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 6.0, , Soil, Anthropogenic, Unknown
M2Rinl217.141058, 0.05344579711220785, 0.10896031279322659, -0.046795129926588908, Forensic_identification_using_skin_bacterial_communities, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1031.0, , Animal/Human, Unknown, Unknown
PSBmetal.12.6.286.12.6.V1V2.481337, 0.10247084084625764, 0.078348285264144849, 0.02578689230138349, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 1587.0, , Animal/Human, Unknown, Unknown
Feces248.280156, -0.16985036282932944, 0.13729777309617427, -0.25583555732547764, Human oral gut and plaque microbiota in patients with atherosclerosis, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 3467.0, , Animal/Human, Unknown, Unknown
c9bcc043606ba87ea47785f163c934f8, -0.10826557590748963, 0.0035356278103398681, 0.0094414626858077989, Characterization of bacterial pectinolytic strains involved in the water retting process, ID:0000074, retted flax, Unknown, Unknown, Unknown, Unknown, 3.0, , Anthropogenic, Unknown, Unknown
egg.IA.2010.461.712140.739654, -0.10826557590748959, 0.0035356278103398503, 0.0094414626858078145, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 2.0, , Animal/Human, Anthropogenic, Unknown
H47Pc.735965, 0.02104142743459236, 0.0070813933704891221, 0.26754098471488452, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 18459.0, , Soil, Anthropogenic, Unknown
Pitt.OW.pos.7023.33154.592468, -0.007991047970570278, -0.40606866267251068, -0.08344816301609545, LHMP_Pittsburgh, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 8009.0, , Animal/Human, Unknown, Unknown
E3B06.Bronch1.PreWash.V1V2.481223, 0.14198958903273215, -0.22208166467504048, -0.042352614220940034, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 304.0, , Animal/Human, Unknown, Unknown
S134.141292, 0.46008902402203367, 0.0001260136096810463, 0.0034077306634104658, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V33, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2874.0, , Animal/Human, Unknown, Unknown
051020BA02.485998, -0.0072347294153255149, -0.3489928117137015, -0.050368706384869066, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 554.0, , Animal/Human, Unknown, Unknown
H45Pc.735944, -0.074726441636842098, 0.00037200019388020268, 0.26352902352552082, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 16803.0, , Soil, Anthropogenic, Unknown
M2Thmr217.141087, 0.14816042247625044, -0.14581396218609977, -0.0806724913309666, Forensic_identification_using_skin_bacterial_communities, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 652.0, , Animal/Human, Unknown, Unknown
F34Fotl.140856, 0.093864221056897401, 0.09660643769287372, 0.11654421078347374, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1117.0, , Animal/Human, Unknown, Unknown
egg.NY.2009.586.712027.739345, -0.13392343339175336, 0.036568693186429413, 0.23219564966646197, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 172419.0, , Animal/Human, Anthropogenic, Unknown
VA17B.994681, -0.042249774880008584, 0.042119799984340282, 0.00041940206141297142, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 331.0, , Animal/Human, Unknown, Unknown
LD.QCAZ.M50993.710933, -0.073832604944728528, 0.046322641061461341, 0.23194477301414362, Gut microbiota of phyllostomid bats that span a breadth of diets, ENVO:00000879, Tropical and subtropical moist broadleaf forest biome, ENVO:00002003, feces, ENVO:00009002, mammalia-associated habitat, 65052.0, , Soil, Animal/Human, Unknown
H62Cb.735970, -0.14326267161693068, 0.016817544159910484, 0.26307703276183125, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 9215.0, , Soil, Anthropogenic, Unknown
8c9f7c00897f069fd3d1273f0ff94798, -0.11027574846403115, 0.0036953483080159385, 0.01023528829951113, Facilitation of robust growth of Prochlorococcus colonies and dilute liquid cultures by helper heterotrophic bacteria, ENVO:02000010, organ culture, Unknown, Unknown, Unknown, Unknown, 5.0, , Anthropogenic, Unknown, Unknown
E1A05PreWash1.481274, 0.016009364465079556, 0.02789415185506677, -0.010704033094165811, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 17.0, , Animal/Human, Unknown, Unknown
egg.WY.2009.352.712569.739436, -0.10826557590748961, 0.0035356278103398434, 0.0094414626858078075, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 2.0, , Animal/Human, Anthropogenic, Unknown
egg.AKL.2009.556.712223.739445, -0.14970674308819287, 0.024816742223794947, 0.19447349222025906, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 53633.0, , Animal/Human, Anthropogenic, Unknown
F44.141232, 0.43069941648659493, 0.059933999576607402, -0.022256876669287697, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V178, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 167.0, , Animal/Human, Unknown, Unknown
A101F.391507, -0.13424620461982736, 0.048197809601542428, -0.069390174354817591, Short-term antibiotic treatment has differing long-term impacts on the human throat and gut microbiome., ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 4818.0, , Animal/Human, Unknown, Unknown
VA04B.994580, 0.0054354734636543334, -0.04225820120675898, 0.0015763545468977153, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 159.0, , Animal/Human, Unknown, Unknown
S157.141289, 0.15875047131274467, 0.054586462865441096, 0.068204067630146165, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V47, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2536.0, , Animal/Human, Unknown, Unknown
PTAM2.489554, 0.36989949523823351, 0.11162424144791637, 0.013360799571261248, Microbial biogeography of public restroom surfaces, ENVO:00000856, city, ENVO:00000073, building, Unknown, Unknown, 2961.0, , Anthropogenic, Unknown, Unknown
H22Ts.735921, -0.10634354499548183, 0.083968227865100831, 0.028954051447296781, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 18256.0, , Soil, Anthropogenic, Unknown
TS144.298946, -0.16980793016275553, 0.15159476831771829, -0.27950114369346868, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 2075.0, , Animal/Human, Unknown, Unknown
Rcul.4.1078786, -0.11173639345169606, 0.0046081288446381281, 0.020685613232926468, Identification of Household Bacterial Community and Analysis of Species Shared with Human Microbiome, ENVO:00000446, terrestrial biome, ENVO:00000856, city, Unknown, Unknown, 283.0, , Soil, Anthropogenic, Unknown
C.4004.01.P1.405170, -0.15526536109863007, 0.10837458018122685, -0.16222870124054278, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 3815.0, , Animal/Human, Unknown, Unknown
C.3042.01.S1.405135, -0.19148121304366322, 0.18574643073506386, -0.2852218794989419, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 13985.0, , Animal/Human, Unknown, Unknown
7072.518488, -0.13625398558160307, 0.039390664404328764, -0.051717758001172509, Sokol_IBD_dysfunction, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 7306.0, , Animal/Human, Unknown, Unknown
H56Dh.736028, -0.13875890166260665, 0.02203450277962837, 0.21410543224702966, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 11496.0, , Soil, Anthropogenic, Unknown
H60Pc.735957, -0.021237865021316027, 0.027621759172985969, 0.31941855704446565, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 16824.0, , Soil, Anthropogenic, Unknown
TS74.2.299132, -0.18169277891547764, 0.19237516737076041, -0.29318706191922778, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1295.0, , Animal/Human, Unknown, Unknown
F12Forr.140302, 0.44655208085248693, 0.05316271444884603, -0.017183681881108984, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 579.0, , Animal/Human, Unknown, Unknown
E2B02PreWash2.481409, 0.11886750387432671, -0.061528673626576408, -0.03684014734517517, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 1116.0, , Animal/Human, Unknown, Unknown
M22Plml.140625, 0.29905793462044172, 0.22398986185383099, -0.16051527137845389, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1393.0, , Animal/Human, Unknown, Unknown
egg.NY.2010.420.712579.739467, -0.13774247150306415, 0.015700177132281924, 0.12332612807814045, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 36674.0, , Animal/Human, Anthropogenic, Unknown
Pitt.BAL.R.pos.7024.35010.592391, -0.017767486888240428, -0.41558633255226174, -0.10761669125393747, LHMP_Pittsburgh, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 5833.0, , Animal/Human, Unknown, Unknown
Bbo10.285928, -0.1294257092516434, 0.092426352939437656, -0.12720575804557296, Delivery mode effects on newborn microbiota, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 2194.0, , Animal/Human, Unknown, Unknown
D51.393063, -0.13079441706785644, 0.027840081002801172, -0.035847911774767253, Incomplete recovery and individualized responses of the human distal gut microbiota to repeated antibiotic perturbation, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 9.0, , Animal/Human, Unknown, Unknown
S104.141153, 0.20874517245729637, -0.031932916698688647, 0.038004065803142771, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V6, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2249.0, , Animal/Human, Unknown, Unknown
egg.CAM.2010.425.712019.739259, -0.11266270083460138, 0.0048796946278379339, 0.017613136291653207, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 3.0, , Animal/Human, Anthropogenic, Unknown
M410T.140156, -0.029942752808334604, -0.3779061773827877, -0.11433803118411091, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 652.0, , Animal/Human, Unknown, Unknown
Bbo11b.285903, -0.010202905557981732, -0.063030764175926304, 0.005204507713698299, Delivery mode effects on newborn microbiota, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 1921.0, , Animal/Human, Unknown, Unknown
NR133A.994647, 0.41444104008429788, 0.13559215089581964, -0.052842801954481086, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 113.0, , Animal/Human, Unknown, Unknown
SH.RS2.3.389128, -0.13688112571327687, 0.091494893583107445, -0.12427077577139031, Resistant Starches Types 2 and 4 Have Differential Effects on the Composition of the Fecal Microbiota in Human Subjects, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 4679.0, , Animal/Human, Unknown, Unknown
E3B10.Bronch1.PreWash.V1V2.481334, 0.34231447088460659, 0.097355281808240532, 0.0064367081962182363, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 932.0, , Animal/Human, Unknown, Unknown
S152.279864, -0.090291398601284836, 0.0051700895257270011, 0.0064847432397376007, Vaginal microbiome of reproductive age women, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 2132.0, , Animal/Human, Unknown, Unknown
egg.AKF.2009.342.712162.739596, -0.13971176143799788, 0.035741424827491458, 0.2051690417946827, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 151946.0, , Animal/Human, Anthropogenic, Unknown
C.4001.01.P1.405188, -0.18304233973832018, 0.19615715702483205, -0.30863621935548424, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 3719.0, , Animal/Human, Unknown, Unknown
7021.518414, -0.14506231438580189, 0.051018574680083487, -0.071258470672640115, Sokol_IBD_dysfunction, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 5531.0, , Animal/Human, Unknown, Unknown
051007BA05.486072, 0.024205215945236277, -0.48805322580108029, -0.098643882338210989, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 4626.0, , Animal/Human, Unknown, Unknown
H43Tv.735924, -0.10128806587729265, 0.032317491632849485, 0.31210182942075188, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 18882.0, , Soil, Anthropogenic, Unknown
7624.518453, -0.12294150767377171, 0.019254335869386834, -0.016305775933305476, Sokol_IBD_dysfunction, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 2827.0, , Animal/Human, Unknown, Unknown
TS163.2.299114, -0.19736140008369701, 0.21866548779073613, -0.33628877994005046, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1970.0, , Animal/Human, Unknown, Unknown
S118.141247, 0.42594017900434616, -0.053078731435067944, -0.027691984909053613, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V20, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2479.0, , Animal/Human, Unknown, Unknown
egg.IA.2008.484.712613.739521, -0.10826557590748957, 0.003535627810339836, 0.0094414626858078058, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 2.0, , Animal/Human, Anthropogenic, Unknown
Delmore.Forehead.983683, -0.036645875955886378, -0.011988729487514452, 0.056716504871019514, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 24845.0, , Animal/Human, Unknown, Unknown
Witch.Forehead.983845, -0.057821349447934711, 0.024389096072086652, 0.13997548261126591, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 18202.0, , Animal/Human, Unknown, Unknown
F21Indr.140440, 0.43018607392836161, -0.084484779289559095, -0.076436637284943793, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 820.0, , Animal/Human, Unknown, Unknown
egg.SK.2010.441.712007.739321, -0.10826557590748957, 0.0035356278103398243, 0.0094414626858078162, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 1.0, , Animal/Human, Anthropogenic, Unknown
egg.BCA.2009.361.712046.739039, -0.11565312482642946, 0.019258549313762405, 0.065010236428300214, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 10.0, , Animal/Human, Anthropogenic, Unknown
egg.WY.2008.514.712290.739338, -0.11308301826451615, 0.0074479240313327115, 0.028697169641736069, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 7.0, , Animal/Human, Anthropogenic, Unknown
NsF2O.1083329, -0.10054413254888006, 0.0019940774294511902, 0.012822108264628266, Goal of this study was to determine the composition and diversity of microorganisms associated with bioaerosols in a heavily trafficked metropolitan subway environment, ENVO:00000446, terrestrial biome, ENVO:00000856, city, Unknown, Unknown, 12.0, , Soil, Anthropogenic, Unknown
H35Di.735927, -0.13996855882770262, 0.031251645383495175, 0.29730125331282081, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 18307.0, , Soil, Anthropogenic, Unknown
59.HB.Mouth.663892, -0.022371079628345801, -0.37568271204498466, -0.066606227708729024, Ultra-high-throughput microbial community analysis on the Illumina HiSeq and MiSeq platforms, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 70202.0, , Animal/Human, Unknown, Unknown
TS103.299049, -0.17313341347445094, 0.18291250978091131, -0.27317177567365347, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1101.0, , Animal/Human, Unknown, Unknown
